file,score
1,26.3624267578125
2,20.95111083984375
3,18.37200927734375
4,19.75750732421875
5,20.26336669921875
6,17.64996337890625
7,18.5948486328125
8,21.9110107421875
9,23.35302734375
10,18.202392578125
11,25.258056640625
12,18.0205078125
13,23.6461181640625
14,19.79986572265625
15,16.51416015625
16,19.95855712890625
17,20.75555419921875
18,18.66400146484375
19,21.93560791015625
20,23.44659423828125
21,18.30120849609375
22,21.74298095703125
23,18.75592041015625
24,19.77099609375
25,24.79522705078125
26,26.65533447265625
27,16.70947265625
28,25.17291259765625
29,24.51220703125
30,20.46246337890625
31,26.4906005859375
32,20.28802490234375
33,21.6785888671875
34,19.5565185546875
35,22.811767578125
36,20.4222412109375
37,18.35009765625
38,22.70733642578125
39,20.25860595703125
40,24.30560302734375
41,19.705322265625
42,20.37994384765625
43,17.8240966796875
44,26.1685791015625
45,21.9632568359375
46,21.8397216796875
47,23.56036376953125
48,16.1483154296875
49,20.5914306640625
50,23.32415771484375
51,22.7139892578125
52,28.86126708984375
53,22.665283203125
54,20.01458740234375
55,22.93206787109375
56,20.64605712890625
57,24.107177734375
58,24.48797607421875
59,23.7503662109375
60,28.5245361328125
61,22.90533447265625
62,28.78521728515625
63,23.22137451171875
64,23.07122802734375
65,23.0008544921875
66,23.30194091796875
67,24.9635009765625
68,22.3209228515625
69,25.9664306640625
70,20.33599853515625
71,21.148193359375
72,21.83563232421875
73,22.7745361328125
74,22.0733642578125
75,21.44134521484375
76,26.13238525390625
77,16.48748779296875
78,21.405517578125
79,23.080810546875
80,26.61199951171875
81,20.509765625
82,27.329833984375
83,22.755615234375
84,22.44451904296875
85,24.9859619140625
86,22.7119140625
87,25.62158203125
88,25.18927001953125
89,20.47906494140625
90,24.806640625
91,21.23779296875
92,20.3167724609375
93,19.19488525390625
94,20.56585693359375
95,24.2530517578125
96,24.9239501953125
97,23.72625732421875
98,22.895751953125
99,22.5386962890625
100,20.6629638671875
101,26.224609375
102,21.00653076171875
103,25.0263671875
104,23.89141845703125
105,22.90380859375
106,19.2857666015625
107,22.68798828125
108,26.0849609375
109,21.7862548828125
110,22.42340087890625
111,18.31829833984375
112,29.5118408203125
113,24.7110595703125
114,22.6241455078125
115,21.88055419921875
116,20.5731201171875
117,23.13397216796875
118,18.31719970703125
119,27.261474609375
120,24.6646728515625
121,23.55706787109375
122,19.47100830078125
123,20.756103515625
average,22.288529558879574
