file,score
1,33.563690185546875
2,23.451004028320312
3,35.804901123046875
4,21.112518310546875
5,21.373214721679688
6,27.84393310546875
7,28.641586303710938
8,20.24871826171875
9,29.236907958984375
10,25.482101440429688
11,35.758209228515625
12,35.52864074707031
13,32.28355407714844
14,33.1512451171875
15,32.05787658691406
16,29.781646728515625
17,30.376968383789062
18,25.723342895507812
19,27.306976318359375
20,37.20176696777344
21,30.750503540039062
22,25.567703247070312
23,32.310791015625
24,27.400360107421875
25,30.264129638671875
26,27.201919555664062
27,29.590988159179688
28,28.1396484375
29,21.314849853515625
30,27.25250244140625
31,27.462615966796875
32,31.384735107421875
33,28.073501586914062
34,32.32246398925781
35,37.87101745605469
36,29.797210693359375
37,21.937408447265625
38,30.182418823242188
39,34.980010986328125
40,29.5404052734375
41,28.8555908203125
42,32.42362976074219
43,27.575454711914062
44,25.987930297851562
45,36.09283447265625
46,32.91778564453125
47,26.3653564453125
48,26.260299682617188
49,24.299240112304688
50,25.485992431640625
51,22.11639404296875
52,21.303176879882812
53,21.6961669921875
54,21.937408447265625
55,24.131927490234375
56,20.252609252929688
57,30.201873779296875
58,23.0657958984375
59,18.00750732421875
60,20.929641723632812
61,31.026763916015625
62,27.571563720703125
63,27.7972412109375
64,22.9412841796875
65,24.143600463867188
66,16.536712646484375
67,30.388641357421875
68,27.980117797851562
69,24.1241455078125
70,19.443283081054688
71,28.645477294921875
72,26.151351928710938
73,20.742874145507812
74,24.610519409179688
75,21.715621948242188
76,24.493789672851562
77,14.221572875976562
78,27.53265380859375
79,22.283706665039062
80,25.128021240234375
81,27.341995239257812
82,27.824478149414062
83,29.571533203125
84,25.264205932617188
85,18.50555419921875
86,24.781723022460938
87,26.13189697265625
88,17.82073974609375
89,17.964706420898438
90,13.984222412109375
91,25.299224853515625
92,22.030792236328125
93,23.696136474609375
94,24.054107666015625
95,19.427719116210938
96,19.104766845703125
97,22.715606689453125
98,19.552230834960938
99,20.91796875
100,18.139801025390625
101,27.933425903320312
102,29.299163818359375
103,24.011306762695312
104,21.6339111328125
105,26.096878051757812
106,21.02691650390625
107,20.941314697265625
108,23.3148193359375
109,17.466659545898438
110,27.022933959960938
111,22.591094970703125
112,20.458831787109375
113,26.882858276367188
114,18.72344970703125
115,20.3265380859375
116,36.18621826171875
117,31.295242309570312
118,26.02294921875
119,24.742813110351562
120,31.030654907226562
121,27.910079956054688
122,28.941192626953125
123,29.233016967773438
average,25.966514029153963
