file,score
1,6.4940643310546875
2,5.6536102294921875
3,6.36566162109375
4,10.046539306640625
5,15.069808959960938
6,10.268325805664062
7,6.89483642578125
8,6.840362548828125
9,5.283966064453125
10,9.3072509765625
11,13.279953002929688
12,10.124359130859375
13,4.101104736328125
14,11.634063720703125
15,5.5368804931640625
16,11.637954711914062
17,11.058197021484375
18,19.62615966796875
19,21.314849853515625
20,13.719635009765625
21,7.2722625732421875
22,4.9298858642578125
23,6.0076904296875
24,4.1750335693359375
25,7.1710968017578125
26,7.9181671142578125
27,11.867523193359375
28,6.5057373046875
29,7.76641845703125
30,7.906494140625
31,5.9181976318359375
32,7.3734283447265625
33,11.544570922851562
34,11.727447509765625
35,6.3384246826171875
36,9.735260009765625
37,5.10498046875
38,10.743026733398438
39,5.12054443359375
40,14.45892333984375
41,8.4356689453125
42,11.478424072265625
43,6.404571533203125
44,7.2956085205078125
45,6.342315673828125
46,6.17889404296875
47,4.848175048828125
48,7.136077880859375
49,8.85589599609375
50,3.15948486328125
51,6.39678955078125
52,6.871490478515625
53,4.1983795166015625
54,4.2217254638671875
55,2.669219970703125
56,11.785812377929688
57,3.6380767822265625
58,3.5758209228515625
59,5.6964111328125
60,6.4318084716796875
61,3.712005615234375
62,5.40069580078125
63,3.9649200439453125
64,5.4123687744140625
65,3.2334136962890625
66,5.0388336181640625
67,8.63800048828125
68,5.0855255126953125
69,9.657440185546875
70,15.949172973632812
71,11.552352905273438
72,7.6885986328125
73,5.9259796142578125
74,5.5135345458984375
75,6.793670654296875
76,4.8209381103515625
77,8.723602294921875
78,6.2372589111328125
79,6.0971832275390625
80,6.6730499267578125
81,9.38507080078125
82,10.264434814453125
83,4.381256103515625
84,8.365631103515625
85,10.87921142578125
86,3.7158966064453125
87,4.863739013671875
88,8.801422119140625
89,6.3928985595703125
90,8.634109497070312
91,5.813140869140625
92,10.859756469726562
93,7.7391815185546875
94,8.334503173828125
95,14.283828735351562
96,14.742965698242188
97,7.3773193359375
98,5.68084716796875
99,9.57183837890625
100,7.7197265625
101,4.163360595703125
102,6.902618408203125
103,7.0543670654296875
104,7.1710968017578125
105,10.719680786132812
106,9.735260009765625
107,4.817047119140625
108,15.70404052734375
109,10.346145629882812
110,6.482391357421875
111,10.606842041015625
112,13.552322387695312
113,11.241073608398438
114,11.136016845703125
115,11.132125854492188
116,9.6185302734375
117,5.5446624755859375
118,9.124374389648438
119,10.653533935546875
120,8.073806762695312
121,15.867462158203125
122,11.007614135742188
123,13.474502563476562
average,8.27250038705221
