file,score
1,17.785720825195312
2,19.411182403564453
3,21.179637908935547
4,23.444194793701172
5,23.761310577392578
6,28.478164672851562
7,27.974281311035156
8,28.65131378173828
9,21.370296478271484
10,23.04342269897461
11,22.035655975341797
12,28.078365325927734
13,30.402259826660156
14,32.40028381347656
15,31.502437591552734
16,42.717247009277344
17,45.48179626464844
18,32.38569259643555
19,31.63959503173828
20,27.124099731445312
21,36.22220993041992
22,29.6649169921875
23,37.43328094482422
24,30.42560577392578
25,28.30209732055664
26,27.509307861328125
27,28.908119201660156
28,33.17070007324219
29,33.721275329589844
30,28.189258575439453
31,19.71273422241211
32,21.467571258544922
33,24.14651870727539
34,19.322662353515625
35,14.984207153320312
36,15.92874526977539
37,16.387882232666016
38,15.453071594238281
39,12.712841033935547
40,10.074748992919922
41,14.66806411743164
42,14.662227630615234
43,14.059123992919922
44,14.740047454833984
45,13.741035461425781
46,15.802288055419922
47,16.40636444091797
48,15.33050537109375
49,11.620445251464844
50,15.118446350097656
51,12.947273254394531
52,11.467723846435547
53,14.345111846923828
54,15.498790740966797
55,37.29515075683594
56,22.339153289794922
57,20.756492614746094
58,20.50455093383789
59,21.312904357910156
60,20.96271514892578
61,26.764183044433594
62,25.335216522216797
63,25.984039306640625
64,27.01028823852539
65,20.102806091308594
66,20.275955200195312
67,26.89647674560547
68,19.511375427246094
69,20.752601623535156
70,23.99282455444336
71,20.314865112304688
72,25.55797576904297
73,19.980239868164062
74,19.587249755859375
75,18.23415756225586
76,18.819751739501953
77,21.11835479736328
78,25.023937225341797
79,24.72238540649414
80,17.766265869140625
81,17.49584197998047
82,22.113475799560547
83,17.483196258544922
84,24.069671630859375
85,27.305030822753906
86,21.723403930664062
87,18.755550384521484
88,16.749744415283203
89,18.081436157226562
90,18.42092514038086
91,13.408355712890625
92,12.21090316772461
93,15.716686248779297
94,16.22640609741211
95,16.4666748046875
96,15.943336486816406
97,19.187450408935547
98,20.743846893310547
99,13.681697845458984
100,13.278007507324219
101,16.061038970947266
102,10.840301513671875
103,11.737174987792969
104,11.896705627441406
105,11.598072052001953
106,16.443328857421875
107,12.619457244873047
108,14.718647003173828
109,12.888908386230469
110,10.43661117553711
111,13.939476013183594
112,18.264312744140625
113,16.274070739746094
114,17.726383209228516
115,16.112594604492188
116,16.358699798583984
117,18.749713897705078
118,17.770156860351562
119,11.044578552246094
120,14.70113754272461
121,14.927787780761719
122,14.618453979492188
123,25.13774871826172
average,20.633016911948598
